S/N,"Full Name - First Name, Last Name",Gross Income CAD($),Sex,Date of Birth,Marital Status
740,"Maruanto, Mazindara"," $141,860.00 ",M,24-02-18934,Divorced
741,"Kuzante, Marandinho"," $114,006.00 ",M,24-02-19934,Single
742,"Maruanto, Mazindara"," $137,170.00 ",N,24-02-20934,Married
743,"Kuzante, Marandinho"," $22,475.00 ",M,24-02-21934,Divorced
744,"Maruanto, Mazindara"," $185,655.00 ",F,24-02-22934,Single
745,"Kuzante, Marandinho"," $100,001.00 ",F,24-02-23934,Married
746,"Maruanto, Mazindara"," $145,009.00 ",N,24-02-24934,Divorced
747,"Kuzante, Marandinho"," $175,942.00 ",M,24-02-25934,Single
748,"Maruanto, Mazindara"," $51,520.00 ",N,24-02-26934,Married
749,"Kuzante, Marandinho"," $42,184.00 ",F,24-02-27934,Divorced
750,"Maruanto, Mazindara"," $72,447.00 ",N,24-02-28934,Single
751,"Kuzante, Marandinho"," $245,412.00 ",M,24-02-29934,Married
752,"Maruanto, Mazindara"," $199,050.00 ",F,24-02-30934,Divorced
753,"Kuzante, Marandinho"," $77,405.00 ",M,24-02-31934,Single
754,"Maruanto, Mazindara"," $235,263.00 ",M,24-02-32934,Married
755,"Kuzante, Marandinho"," $72,641.00 ",M,24-02-33934,Divorced
756,"Maruanto, Mazindara"," $95,585.00 ",N,24-02-34934,Single
757,"Kuzante, Marandinho"," $133,244.00 ",M,24-02-35934,Married
758,"Maruanto, Mazindara"," $38,026.00 ",F,24-02-36934,Divorced
759,"Kuzante, Marandinho"," $111,453.00 ",F,24-02-37934,Single
760,"Maruanto, Mazindara"," $70,341.00 ",N,24-02-38934,Married
761,"Kuzante, Marandinho"," $32,782.00 ",M,24-02-39934,Divorced
762,"Maruanto, Mazindara"," $144,108.00 ",N,24-02-40934,Single
763,"Kuzante, Marandinho"," $34,460.00 ",F,24-02-41934,Married
764,"Maruanto, Mazindara"," $249,744.00 ",N,24-02-42934,Divorced
765,"Kuzante, Marandinho"," $13,704.00 ",M,24-02-43934,Single
766,"Maruanto, Mazindara"," $137,172.00 ",F,24-02-44934,Married
767,"Kuzante, Marandinho"," $152,502.00 ",M,24-02-45934,Divorced
768,"Maruanto, Mazindara"," $133,837.00 ",M,24-02-46934,Single
769,"Kuzante, Marandinho"," $105,271.00 ",M,24-02-47934,Married
770,"Maruanto, Mazindara"," $119,076.00 ",N,24-02-48934,Divorced
771,"Kuzante, Marandinho"," $170,086.00 ",M,24-02-49934,Single
772,"Maruanto, Mazindara"," $38,549.00 ",F,24-02-50934,Married
773,"Kuzante, Marandinho"," $115,113.00 ",F,24-02-51934,Divorced
774,"Maruanto, Mazindara"," $88,019.00 ",N,24-02-52934,Single
775,"Kuzante, Marandinho"," $206,899.00 ",M,24-02-53934,Married
776,"Maruanto, Mazindara"," $57,500.00 ",N,24-02-54934,Divorced
777,"Kuzante, Marandinho"," $76,392.00 ",F,24-02-55934,Single
778,"Maruanto, Mazindara"," $53,157.00 ",N,24-02-56934,Married
779,"Kuzante, Marandinho"," $181,651.00 ",M,24-02-57934,Divorced
780,"Maruanto, Mazindara"," $217,194.00 ",F,24-02-58934,Single
781,"Kuzante, Marandinho"," $141,374.00 ",M,24-02-59934,Married
782,"Maruanto, Mazindara"," $58,191.00 ",M,24-02-60934,Divorced
783,"Kuzante, Marandinho"," $20,111.00 ",M,24-02-61934,Single
784,"Maruanto, Mazindara"," $117,382.00 ",N,24-02-62934,Married
785,"Kuzante, Marandinho"," $138,107.00 ",M,24-02-63934,Divorced
786,"Maruanto, Mazindara"," $95,362.00 ",F,24-02-64934,Single
787,"Kuzante, Marandinho"," $173,027.00 ",F,24-02-65934,Married
788,"Maruanto, Mazindara"," $67,275.00 ",N,24-02-66934,Divorced
789,"Kuzante, Marandinho"," $92,665.00 ",M,24-02-67934,Single
790,"Maruanto, Mazindara"," $199,671.00 ",N,24-02-68934,Married
791,"Kuzante, Marandinho"," $123,698.00 ",F,24-02-69934,Divorced
792,"Maruanto, Mazindara"," $210,672.00 ",N,24-02-70934,Single
793,"Kuzante, Marandinho"," $204,144.00 ",M,24-02-71934,Married
794,"Maruanto, Mazindara"," $18,146.00 ",F,24-02-72934,Divorced
795,"Kuzante, Marandinho"," $219,637.00 ",M,24-02-73934,Single
796,"Maruanto, Mazindara"," $178,176.00 ",M,24-02-74934,Married
797,"Kuzante, Marandinho"," $97,236.00 ",M,24-02-75934,Divorced
798,"Maruanto, Mazindara"," $216,439.00 ",N,24-02-76934,Divorced
799,"Kuzante, Marandinho"," $59,437.00 ",M,24-02-77934,Single
800,"Maruanto, Mazindara"," $78,471.00 ",F,24-02-78934,Married
801,"Kuzante, Marandinho"," $142,615.00 ",F,24-02-79934,Divorced
802,"Maruanto, Mazindara"," $96,040.00 ",N,24-02-80934,Single
803,"Kuzante, Marandinho"," $139,243.00 ",M,24-02-81934,Married
804,"Maruanto, Mazindara"," $33,270.00 ",N,24-02-82934,Divorced
805,"Kuzante, Marandinho"," $51,983.00 ",F,24-02-83934,Single
806,"Maruanto, Mazindara"," $231,194.00 ",N,24-02-84934,Married
807,"Kuzante, Marandinho"," $67,429.00 ",M,24-02-85934,Divorced
808,"Maruanto, Mazindara"," $138,926.00 ",F,24-02-86934,Single
809,"Kuzante, Marandinho"," $171,143.00 ",M,24-02-87934,Married
810,"Maruanto, Mazindara"," $152,016.00 ",M,24-02-88934,Divorced
811,"Kuzante, Marandinho"," $119,511.00 ",M,24-02-89934,Single
812,"Maruanto, Mazindara"," $87,488.00 ",N,24-02-90934,Married
813,"Kuzante, Marandinho"," $101,234.00 ",M,24-02-91934,Divorced
814,"Maruanto, Mazindara"," $73,592.00 ",F,24-02-92934,Single
815,"Kuzante, Marandinho"," $81,154.00 ",F,24-02-93934,Married
816,"Maruanto, Mazindara"," $96,795.00 ",N,24-02-94934,Divorced
817,"Kuzante, Marandinho"," $39,649.00 ",M,24-02-95934,Divorced
818,"Maruanto, Mazindara"," $154,590.00 ",N,24-02-96934,Single
819,"Kuzante, Marandinho"," $154,962.00 ",F,24-02-97934,Married
820,"Maruanto, Mazindara"," $198,552.00 ",N,24-02-98934,Divorced
821,"Kuzante, Marandinho"," $123,322.00 ",M,24-02-99934,Single
822,"Maruanto, Mazindara"," $210,761.00 ",F,24-02-100934,Married
823,"Kuzante, Marandinho"," $155,331.00 ",M,24-02-1934,Single
824,"Maruanto, Mazindara"," $176,784.00 ",F,24-02-2934,Married
825,"Kuzante, Marandinho"," $71,233.00 ",M,24-02-3934,Divorced
826,"Maruanto, Mazindara"," $44,868.00 ",M,24-02-4934,Single
827,"Kuzante, Marandinho"," $208,434.00 ",M,24-02-5934,Married
828,"Maruanto, Mazindara"," $153,447.00 ",N,24-02-6934,Divorced
829,"Kuzante, Marandinho"," $192,530.00 ",M,24-02-7934,Single
830,"Maruanto, Mazindara"," $208,149.00 ",F,24-02-8934,Married
831,"Kuzante, Marandinho"," $216,408.00 ",F,24-02-9934,Divorced
832,"Maruanto, Mazindara"," $176,345.00 ",N,24-02-10934,Single
833,"Kuzante, Marandinho"," $84,107.00 ",M,24-02-11934,Married
834,"Maruanto, Mazindara"," $60,299.00 ",N,24-02-12934,Divorced
835,"Kuzante, Marandinho"," $186,982.00 ",F,24-02-13934,Single
836,"Maruanto, Mazindara"," $65,429.00 ",N,24-02-14934,Married
837,"Kuzante, Marandinho"," $85,676.00 ",M,24-02-15934,Divorced
838,"Maruanto, Mazindara"," $207,773.00 ",F,24-02-16934,Single
839,"Kuzante, Marandinho"," $55,275.00 ",M,24-02-17934,Married
840,"Maruanto, Mazindara"," $141,860.00 ",M,24-02-18934,Divorced
841,"Kuzante, Marandinho"," $114,006.00 ",M,24-02-19934,Single
842,"Maruanto, Mazindara"," $137,170.00 ",N,24-02-20934,Married
843,"Kuzante, Marandinho"," $22,475.00 ",M,24-02-21934,Divorced
844,"Maruanto, Mazindara"," $185,655.00 ",F,24-02-22934,Single
845,"Kuzante, Marandinho"," $100,001.00 ",F,24-02-23934,Married
846,"Maruanto, Mazindara"," $145,009.00 ",N,24-02-24934,Divorced
847,"Kuzante, Marandinho"," $175,942.00 ",M,24-02-25934,Single
848,"Maruanto, Mazindara"," $51,520.00 ",N,24-02-26934,Married
849,"Kuzante, Marandinho"," $42,184.00 ",F,24-02-27934,Divorced
850,"Maruanto, Mazindara"," $72,447.00 ",N,24-02-28934,Single
851,"Kuzante, Marandinho"," $245,412.00 ",M,24-02-29934,Married
852,"Maruanto, Mazindara"," $199,050.00 ",F,24-02-30934,Divorced
853,"Kuzante, Marandinho"," $77,405.00 ",M,24-02-31934,Single
854,"Maruanto, Mazindara"," $235,263.00 ",M,24-02-32934,Married
855,"Kuzante, Marandinho"," $72,641.00 ",M,24-02-33934,Divorced
856,"Maruanto, Mazindara"," $95,585.00 ",N,24-02-34934,Single
857,"Kuzante, Marandinho"," $133,244.00 ",M,24-02-35934,Married
858,"Maruanto, Mazindara"," $38,026.00 ",F,24-02-36934,Divorced
859,"Kuzante, Marandinho"," $111,453.00 ",F,24-02-37934,Single
860,"Maruanto, Mazindara"," $70,341.00 ",N,24-02-38934,Married
861,"Kuzante, Marandinho"," $32,782.00 ",M,24-02-39934,Divorced
862,"Maruanto, Mazindara"," $144,108.00 ",N,24-02-40934,Single
863,"Kuzante, Marandinho"," $34,460.00 ",F,24-02-41934,Married
864,"Maruanto, Mazindara"," $249,744.00 ",N,24-02-42934,Divorced
865,"Kuzante, Marandinho"," $13,704.00 ",M,24-02-43934,Single
866,"Maruanto, Mazindara"," $137,172.00 ",F,24-02-44934,Married
867,"Kuzante, Marandinho"," $152,502.00 ",M,24-02-45934,Divorced
868,"Maruanto, Mazindara"," $133,837.00 ",M,24-02-46934,Single
869,"Kuzante, Marandinho"," $105,271.00 ",M,24-02-47934,Married
870,"Maruanto, Mazindara"," $119,076.00 ",N,24-02-48934,Divorced
871,"Kuzante, Marandinho"," $170,086.00 ",M,24-02-49934,Single
872,"Maruanto, Mazindara"," $38,549.00 ",F,24-02-50934,Married
873,"Kuzante, Marandinho"," $115,113.00 ",F,24-02-51934,Divorced
874,"Maruanto, Mazindara"," $88,019.00 ",N,24-02-52934,Single
875,"Kuzante, Marandinho"," $206,899.00 ",M,24-02-53934,Married
876,"Maruanto, Mazindara"," $57,500.00 ",N,24-02-54934,Divorced
877,"Kuzante, Marandinho"," $76,392.00 ",F,24-02-55934,Single
878,"Maruanto, Mazindara"," $53,157.00 ",N,24-02-56934,Married
879,"Kuzante, Marandinho"," $181,651.00 ",M,24-02-57934,Divorced
880,"Maruanto, Mazindara"," $217,194.00 ",F,24-02-58934,Single
881,"Kuzante, Marandinho"," $141,374.00 ",M,24-02-59934,Married
882,"Maruanto, Mazindara"," $58,191.00 ",M,24-02-60934,Divorced
883,"Kuzante, Marandinho"," $20,111.00 ",M,24-02-61934,Single
884,"Maruanto, Mazindara"," $117,382.00 ",N,24-02-62934,Married
885,"Kuzante, Marandinho"," $138,107.00 ",M,24-02-63934,Divorced
886,"Maruanto, Mazindara"," $95,362.00 ",F,24-02-64934,Single
887,"Kuzante, Marandinho"," $173,027.00 ",F,24-02-65934,Married
888,"Maruanto, Mazindara"," $67,275.00 ",N,24-02-66934,Divorced
889,"Kuzante, Marandinho"," $92,665.00 ",M,24-02-67934,Single
890,"Maruanto, Mazindara"," $199,671.00 ",N,24-02-68934,Married
891,"Kuzante, Marandinho"," $123,698.00 ",F,24-02-69934,Divorced
892,"Maruanto, Mazindara"," $210,672.00 ",N,24-02-70934,Single
893,"Kuzante, Marandinho"," $204,144.00 ",M,24-02-71934,Married
894,"Maruanto, Mazindara"," $18,146.00 ",F,24-02-72934,Divorced
895,"Kuzante, Marandinho"," $219,637.00 ",M,24-02-73934,Single
896,"Maruanto, Mazindara"," $178,176.00 ",M,24-02-74934,Married
897,"Kuzante, Marandinho"," $97,236.00 ",M,24-02-75934,Divorced
898,"Maruanto, Mazindara"," $216,439.00 ",N,24-02-76934,Divorced
899,"Kuzante, Marandinho"," $59,437.00 ",M,24-02-77934,Single
900,"Maruanto, Mazindara"," $78,471.00 ",F,24-02-78934,Married
901,"Kuzante, Marandinho"," $142,615.00 ",F,24-02-79934,Divorced
902,"Maruanto, Mazindara"," $96,040.00 ",N,24-02-80934,Single
903,"Kuzante, Marandinho"," $139,243.00 ",M,24-02-81934,Married
904,"Maruanto, Mazindara"," $33,270.00 ",N,24-02-82934,Divorced
905,"Kuzante, Marandinho"," $51,983.00 ",F,24-02-83934,Single
906,"Maruanto, Mazindara"," $231,194.00 ",N,24-02-84934,Married
907,"Kuzante, Marandinho"," $67,429.00 ",M,24-02-85934,Divorced
908,"Maruanto, Mazindara"," $138,926.00 ",F,24-02-86934,Single
909,"Kuzante, Marandinho"," $171,143.00 ",M,24-02-87934,Married
910,"Maruanto, Mazindara"," $152,016.00 ",M,24-02-88934,Divorced
911,"Kuzante, Marandinho"," $119,511.00 ",M,24-02-89934,Single
912,"Maruanto, Mazindara"," $87,488.00 ",N,24-02-90934,Married
913,"Kuzante, Marandinho"," $101,234.00 ",M,24-02-91934,Divorced
914,"Maruanto, Mazindara"," $73,592.00 ",F,24-02-92934,Single
915,"Kuzante, Marandinho"," $81,154.00 ",F,24-02-93934,Married
916,"Maruanto, Mazindara"," $96,795.00 ",N,24-02-94934,Divorced
917,"Kuzante, Marandinho"," $39,649.00 ",M,24-02-95934,Divorced
918,"Maruanto, Mazindara"," $154,590.00 ",N,24-02-96934,Single
919,"Kuzante, Marandinho"," $154,962.00 ",F,24-02-97934,Married
920,"Maruanto, Mazindara"," $198,552.00 ",N,24-02-98934,Divorced
921,"Kuzante, Marandinho"," $123,322.00 ",M,24-02-99934,Single
922,"Maruanto, Mazindara"," $210,761.00 ",F,24-02-100934,Married
923,"Kuzante, Marandinho"," $142,615.00 ",F,24-02-79934,Divorced
924,"Maruanto, Mazindara"," $96,040.00 ",N,24-02-80934,Single
925,"Kuzante, Marandinho"," $139,243.00 ",M,24-02-81934,Married
926,"Maruanto, Mazindara"," $33,270.00 ",N,24-02-82934,Divorced
927,"Kuzante, Marandinho"," $51,983.00 ",F,24-02-83934,Single
928,"Maruanto, Mazindara"," $231,194.00 ",N,24-02-84934,Married
929,"Kuzante, Marandinho"," $67,429.00 ",M,24-02-85934,Divorced
930,"Maruanto, Mazindara"," $138,926.00 ",F,24-02-86934,Single
931,"Kuzante, Marandinho"," $171,143.00 ",M,24-02-87934,Married
932,"Maruanto, Mazindara"," $152,016.00 ",M,24-02-88934,Divorced
933,"Kuzante, Marandinho"," $119,511.00 ",M,24-02-89934,Single
934,"Maruanto, Mazindara"," $87,488.00 ",N,24-02-90934,Married
935,"Kuzante, Marandinho"," $101,234.00 ",M,24-02-91934,Divorced
936,"Maruanto, Mazindara"," $73,592.00 ",F,24-02-92934,Single
937,"Kuzante, Marandinho"," $81,154.00 ",F,24-02-93934,Married
938,"Maruanto, Mazindara"," $96,795.00 ",N,24-02-94934,Divorced
939,"Kuzante, Marandinho"," $39,649.00 ",M,24-02-95934,Divorced
940,"Maruanto, Mazindara"," $154,590.00 ",N,24-02-96934,Single
941,"Kuzante, Marandinho"," $154,962.00 ",F,24-02-97934,Married
942,"Maruanto, Mazindara"," $198,552.00 ",N,24-02-98934,Divorced
943,"Kuzante, Marandinho"," $123,322.00 ",M,24-02-99934,Single
944,"Maruanto, Mazindara"," $210,761.00 ",F,24-02-100934,Married
945,"Kuzante, Marandinho"," $155,331.00 ",M,24-02-1934,Single
946,"Maruanto, Mazindara"," $176,784.00 ",F,24-02-2934,Married
947,"Kuzante, Marandinho"," $71,233.00 ",M,24-02-3934,Divorced
948,"Maruanto, Mazindara"," $44,868.00 ",M,24-02-4934,Single
949,"Kuzante, Marandinho"," $208,434.00 ",M,24-02-5934,Married
950,"Maruanto, Mazindara"," $153,447.00 ",N,24-02-6934,Divorced
951,"Kuzante, Marandinho"," $192,530.00 ",M,24-02-7934,Single
952,"Maruanto, Mazindara"," $208,149.00 ",F,24-02-8934,Married
953,"Kuzante, Marandinho"," $216,408.00 ",F,24-02-9934,Divorced
954,"Maruanto, Mazindara"," $176,345.00 ",N,24-02-10934,Single
955,"Kuzante, Marandinho"," $84,107.00 ",M,24-02-11934,Married
956,"Maruanto, Mazindara"," $60,299.00 ",N,24-02-12934,Divorced
957,"Kuzante, Marandinho"," $186,982.00 ",F,24-02-13934,Single
958,"Maruanto, Mazindara"," $65,429.00 ",N,24-02-14934,Married
959,"Kuzante, Marandinho"," $85,676.00 ",M,24-02-15934,Divorced
960,"Maruanto, Mazindara"," $207,773.00 ",F,24-02-16934,Single
961,"Kuzante, Marandinho"," $55,275.00 ",M,24-02-17934,Married
962,"Maruanto, Mazindara"," $141,860.00 ",M,24-02-18934,Divorced
963,"Kuzante, Marandinho"," $114,006.00 ",M,24-02-19934,Single
964,"Maruanto, Mazindara"," $137,170.00 ",N,24-02-20934,Married
965,"Kuzante, Marandinho"," $22,475.00 ",M,24-02-21934,Divorced
966,"Maruanto, Mazindara"," $185,655.00 ",F,24-02-22934,Single
967,"Kuzante, Marandinho"," $100,001.00 ",F,24-02-23934,Married
968,"Maruanto, Mazindara"," $145,009.00 ",N,24-02-24934,Divorced
969,"Kuzante, Marandinho"," $175,942.00 ",M,24-02-25934,Single
970,"Maruanto, Mazindara"," $51,520.00 ",N,24-02-26934,Married
971,"Kuzante, Marandinho"," $42,184.00 ",F,24-02-27934,Divorced
972,"Maruanto, Mazindara"," $72,447.00 ",N,24-02-28934,Single
973,"Kuzante, Marandinho"," $245,412.00 ",M,24-02-29934,Married
974,"Maruanto, Mazindara"," $199,050.00 ",F,24-02-30934,Divorced
975,"Kuzante, Marandinho"," $77,405.00 ",M,24-02-31934,Single
976,"Maruanto, Mazindara"," $235,263.00 ",M,24-02-32934,Married
977,"Kuzante, Marandinho"," $72,641.00 ",M,24-02-33934,Divorced
978,"Maruanto, Mazindara"," $95,585.00 ",N,24-02-34934,Single
979,"Kuzante, Marandinho"," $133,244.00 ",M,24-02-35934,Married
980,"Maruanto, Mazindara"," $38,026.00 ",F,24-02-36934,Divorced
981,"Kuzante, Marandinho"," $111,453.00 ",F,24-02-37934,Single
982,"Maruanto, Mazindara"," $70,341.00 ",N,24-02-38934,Married
983,"Kuzante, Marandinho"," $32,782.00 ",M,24-02-39934,Divorced
984,"Maruanto, Mazindara"," $144,108.00 ",N,24-02-40934,Single
985,"Kuzante, Marandinho"," $34,460.00 ",F,24-02-41934,Married
986,"Maruanto, Mazindara"," $249,744.00 ",N,24-02-42934,Divorced
987,"Kuzante, Marandinho"," $13,704.00 ",M,24-02-43934,Single
988,"Maruanto, Mazindara"," $137,172.00 ",F,24-02-44934,Married
989,"Kuzante, Marandinho"," $152,502.00 ",M,24-02-45934,Divorced
990,"Maruanto, Mazindara"," $133,837.00 ",M,24-02-46934,Single
991,"Kuzante, Marandinho"," $105,271.00 ",M,24-02-47934,Married
992,"Maruanto, Mazindara"," $119,076.00 ",N,24-02-48934,Divorced
993,"Kuzante, Marandinho"," $170,086.00 ",M,24-02-49934,Single
994,"Maruanto, Mazindara"," $38,549.00 ",F,24-02-50934,Married
995,"Kuzante, Marandinho"," $115,113.00 ",F,24-02-51934,Divorced
996,"Maruanto, Mazindara"," $88,019.00 ",N,24-02-52934,Single
997,"Kuzante, Marandinho"," $206,899.00 ",M,24-02-53934,Married
998,"Maruanto, Mazindara"," $57,500.00 ",N,24-02-54934,Divorced
999,"Kuzante, Marandinho"," $76,392.00 ",F,24-02-55934,Single
1000,"Maruanto, Mazindara"," $53,157.00 ",N,24-02-56934,Married
1001,"Kuzante, Marandinho"," $181,651.00 ",M,24-02-57934,Divorced
1002,"Maruanto, Mazindara"," $217,194.00 ",F,24-02-58934,Single
1003,"Kuzante, Marandinho"," $141,374.00 ",M,24-02-59934,Married
1004,"Maruanto, Mazindara"," $58,191.00 ",M,24-02-60934,Divorced
1005,"Kuzante, Marandinho"," $20,111.00 ",M,24-02-61934,Single
1006,"Maruanto, Mazindara"," $117,382.00 ",N,24-02-62934,Married
1007,"Kuzante, Marandinho"," $138,107.00 ",M,24-02-63934,Divorced
1008,"Maruanto, Mazindara"," $95,362.00 ",F,24-02-64934,Single
1009,"Kuzante, Marandinho"," $173,027.00 ",F,24-02-65934,Married
1010,"Maruanto, Mazindara"," $67,275.00 ",N,24-02-66934,Divorced
1011,"Kuzante, Marandinho"," $92,665.00 ",M,24-02-67934,Single
1012,"Maruanto, Mazindara"," $199,671.00 ",N,24-02-68934,Married
1013,"Kuzante, Marandinho"," $123,698.00 ",F,24-02-69934,Divorced
1014,"Maruanto, Mazindara"," $210,672.00 ",N,24-02-70934,Single
1015,"Kuzante, Marandinho"," $204,144.00 ",M,24-02-71934,Married
1016,"Maruanto, Mazindara"," $18,146.00 ",F,24-02-72934,Divorced
1017,"Kuzante, Marandinho"," $219,637.00 ",M,24-02-73934,Single
1018,"Maruanto, Mazindara"," $178,176.00 ",M,24-02-74934,Married
1019,"Kuzante, Marandinho"," $97,236.00 ",M,24-02-75934,Divorced
1020,"Maruanto, Mazindara"," $216,439.00 ",N,24-02-76934,Divorced
1021,"Kuzante, Marandinho"," $59,437.00 ",M,24-02-77934,Single
1022,"Maruanto, Mazindara"," $78,471.00 ",F,24-02-78934,Married
1023,"Kuzante, Marandinho"," $142,615.00 ",F,24-02-79934,Divorced
1024,"Maruanto, Mazindara"," $96,040.00 ",N,24-02-80934,Single
1025,"Kuzante, Marandinho"," $139,243.00 ",M,24-02-81934,Married
1026,"Maruanto, Mazindara"," $33,270.00 ",N,24-02-82934,Divorced
1027,"Kuzante, Marandinho"," $51,983.00 ",F,24-02-83934,Single
1028,"Maruanto, Mazindara"," $231,194.00 ",N,24-02-84934,Married
1029,"Kuzante, Marandinho"," $67,429.00 ",M,24-02-85934,Divorced
1030,"Maruanto, Mazindara"," $138,926.00 ",F,24-02-86934,Single
1031,"Kuzante, Marandinho"," $171,143.00 ",M,24-02-87934,Married
1032,"Maruanto, Mazindara"," $152,016.00 ",M,24-02-88934,Divorced
1033,"Kuzante, Marandinho"," $119,511.00 ",M,24-02-89934,Single
1034,"Maruanto, Mazindara"," $87,488.00 ",N,24-02-90934,Married
1035,"Kuzante, Marandinho"," $101,234.00 ",M,24-02-91934,Divorced
1036,"Maruanto, Mazindara"," $73,592.00 ",F,24-02-92934,Single
1037,"Kuzante, Marandinho"," $81,154.00 ",F,24-02-93934,Married
1038,"Maruanto, Mazindara"," $96,795.00 ",N,24-02-94934,Divorced
1039,"Kuzante, Marandinho"," $39,649.00 ",M,24-02-95934,Divorced
1040,"Maruanto, Mazindara"," $154,590.00 ",N,24-02-96934,Single
1041,"Kuzante, Marandinho"," $154,962.00 ",F,24-02-97934,Married
1042,"Maruanto, Mazindara"," $198,552.00 ",N,24-02-98934,Divorced
1043,"Kuzante, Marandinho"," $123,322.00 ",M,24-02-99934,Single
1044,"Maruanto, Mazindara"," $210,761.00 ",F,24-02-100934,Married
1045,"Kuzante, Marandinho"," $155,331.00 ",M,24-02-1934,Single
1046,"Maruanto, Mazindara"," $176,784.00 ",F,24-02-2934,Married
1047,"Kuzante, Marandinho"," $71,233.00 ",M,24-02-3934,Divorced
1048,"Maruanto, Mazindara"," $44,868.00 ",M,24-02-4934,Single
1049,"Kuzante, Marandinho"," $208,434.00 ",M,24-02-5934,Married
1050,"Maruanto, Mazindara"," $153,447.00 ",N,24-02-6934,Divorced
1051,"Kuzante, Marandinho"," $192,530.00 ",M,24-02-7934,Single
1052,"Maruanto, Mazindara"," $208,149.00 ",F,24-02-8934,Married
1053,"Kuzante, Marandinho"," $216,408.00 ",F,24-02-9934,Divorced
1054,"Maruanto, Mazindara"," $176,345.00 ",N,24-02-10934,Single
1055,"Kuzante, Marandinho"," $84,107.00 ",M,24-02-11934,Married
1056,"Maruanto, Mazindara"," $60,299.00 ",N,24-02-12934,Divorced
1057,"Kuzante, Marandinho"," $186,982.00 ",F,24-02-13934,Single
1058,"Maruanto, Mazindara"," $65,429.00 ",N,24-02-14934,Married
1059,"Kuzante, Marandinho"," $85,676.00 ",M,24-02-15934,Divorced
1060,"Maruanto, Mazindara"," $207,773.00 ",F,24-02-16934,Single
1061,"Kuzante, Marandinho"," $55,275.00 ",M,24-02-17934,Married
1062,"Maruanto, Mazindara"," $141,860.00 ",M,24-02-18934,Divorced
1063,"Kuzante, Marandinho"," $114,006.00 ",M,24-02-19934,Single
1064,"Maruanto, Mazindara"," $137,170.00 ",N,24-02-20934,Married
1065,"Kuzante, Marandinho"," $22,475.00 ",M,24-02-21934,Divorced
1066,"Maruanto, Mazindara"," $185,655.00 ",F,24-02-22934,Single
1067,"Kuzante, Marandinho"," $100,001.00 ",F,24-02-23934,Married
1068,"Maruanto, Mazindara"," $145,009.00 ",N,24-02-24934,Divorced
1069,"Kuzante, Marandinho"," $175,942.00 ",M,24-02-25934,Single
1070,"Maruanto, Mazindara"," $51,520.00 ",N,24-02-26934,Married
1071,"Kuzante, Marandinho"," $42,184.00 ",F,24-02-27934,Divorced
1072,"Maruanto, Mazindara"," $72,447.00 ",N,24-02-28934,Single
1073,"Kuzante, Marandinho"," $245,412.00 ",M,24-02-29934,Married
1074,"Maruanto, Mazindara"," $199,050.00 ",F,24-02-30934,Divorced
1075,"Kuzante, Marandinho"," $77,405.00 ",M,24-02-31934,Single
1076,"Maruanto, Mazindara"," $235,263.00 ",M,24-02-32934,Married
1077,"Kuzante, Marandinho"," $72,641.00 ",M,24-02-33934,Divorced
1078,"Maruanto, Mazindara"," $95,585.00 ",N,24-02-34934,Single
1079,"Kuzante, Marandinho"," $133,244.00 ",M,24-02-35934,Married
1080,"Maruanto, Mazindara"," $38,026.00 ",F,24-02-36934,Divorced
1081,"Kuzante, Marandinho"," $111,453.00 ",F,24-02-37934,Single
1082,"Maruanto, Mazindara"," $70,341.00 ",N,24-02-38934,Married
1083,"Kuzante, Marandinho"," $32,782.00 ",M,24-02-39934,Divorced
1084,"Maruanto, Mazindara"," $144,108.00 ",N,24-02-40934,Single
1085,"Kuzante, Marandinho"," $34,460.00 ",F,24-02-41934,Married
1086,"Maruanto, Mazindara"," $249,744.00 ",N,24-02-42934,Divorced
1087,"Kuzante, Marandinho"," $13,704.00 ",M,24-02-43934,Single
1088,"Maruanto, Mazindara"," $137,172.00 ",F,24-02-44934,Married
1089,"Kuzante, Marandinho"," $152,502.00 ",M,24-02-45934,Divorced
1090,"Maruanto, Mazindara"," $133,837.00 ",M,24-02-46934,Single
1091,"Kuzante, Marandinho"," $105,271.00 ",M,24-02-47934,Married
1092,"Maruanto, Mazindara"," $119,076.00 ",N,24-02-48934,Divorced
1093,"Kuzante, Marandinho"," $170,086.00 ",M,24-02-49934,Single
1094,"Maruanto, Mazindara"," $38,549.00 ",F,24-02-50934,Married
1095,"Kuzante, Marandinho"," $115,113.00 ",F,24-02-51934,Divorced
1096,"Maruanto, Mazindara"," $88,019.00 ",N,24-02-52934,Single
1097,"Kuzante, Marandinho"," $206,899.00 ",M,24-02-53934,Married
1098,"Maruanto, Mazindara"," $57,500.00 ",N,24-02-54934,Divorced
1099,"Kuzante, Marandinho"," $76,392.00 ",F,24-02-55934,Single
1100,"Maruanto, Mazindara"," $53,157.00 ",N,24-02-56934,Married
1101,"Kuzante, Marandinho"," $181,651.00 ",M,24-02-57934,Divorced
1102,"Maruanto, Mazindara"," $217,194.00 ",F,24-02-58934,Single
1103,"Kuzante, Marandinho"," $141,374.00 ",M,24-02-59934,Married
1104,"Maruanto, Mazindara"," $58,191.00 ",M,24-02-60934,Divorced
1105,"Kuzante, Marandinho"," $20,111.00 ",M,24-02-61934,Single
1106,"Maruanto, Mazindara"," $117,382.00 ",N,24-02-62934,Married
